benchmark,expansion,goodput,iterations,run_number,symbol_size,symbols,testcase,throughput,type,unit
Binary8,1,150.34,8,7,1600,128,FulcrumOuter,151.514,decoder,MB/s
Binary8,1,138.017,8,8,1600,128,FulcrumOuter,142.33,decoder,MB/s
Binary8,1,138.671,8,9,1600,128,FulcrumOuter,138.671,decoder,MB/s
Binary8,1,150.064,8,10,1600,128,FulcrumOuter,150.064,decoder,MB/s
Binary8,1,142.979,8,11,1600,128,FulcrumOuter,142.979,decoder,MB/s
Binary8,1,143.392,8,12,1600,128,FulcrumOuter,143.392,decoder,MB/s
Binary8,1,154.043,8,13,1600,128,FulcrumOuter,154.043,decoder,MB/s
Binary8,1,141.89,8,14,1600,128,FulcrumOuter,142.998,decoder,MB/s
Binary8,1,139.178,8,15,1600,128,FulcrumOuter,140.265,decoder,MB/s
Binary8,1,151.06,8,16,1600,128,FulcrumOuter,151.06,decoder,MB/s
Binary8,1,139.819,8,17,1600,128,FulcrumOuter,144.188,decoder,MB/s
Binary8,1,142.606,8,18,1600,128,FulcrumOuter,142.606,decoder,MB/s
Binary8,1,148.905,8,19,1600,128,FulcrumOuter,148.905,decoder,MB/s
Binary8,1,142.544,8,20,1600,128,FulcrumOuter,142.544,decoder,MB/s
Binary8,1,145.39,8,21,1600,128,FulcrumOuter,145.39,decoder,MB/s
Binary8,1,154.377,8,22,1600,128,FulcrumOuter,154.377,decoder,MB/s
Binary8,1,135.427,8,23,1600,128,FulcrumOuter,135.427,decoder,MB/s
Binary8,1,140.841,8,24,1600,128,FulcrumOuter,140.841,decoder,MB/s
Binary8,1,150.409,8,25,1600,128,FulcrumOuter,150.409,decoder,MB/s
Binary8,1,141.156,8,26,1600,128,FulcrumOuter,142.259,decoder,MB/s
Binary8,1,145.545,8,27,1600,128,FulcrumOuter,145.545,decoder,MB/s
Binary8,1,150.838,8,28,1600,128,FulcrumOuter,152.016,decoder,MB/s
Binary8,1,141.951,8,29,1600,128,FulcrumOuter,141.951,decoder,MB/s
Binary8,2,125.942,7,0,1600,128,FulcrumOuter,126.926,decoder,MB/s
Binary8,2,120.643,7,1,1600,128,FulcrumOuter,120.643,decoder,MB/s
Binary8,2,136.261,7,2,1600,128,FulcrumOuter,136.261,decoder,MB/s
Binary8,2,128.539,7,3,1600,128,FulcrumOuter,128.539,decoder,MB/s
Binary8,2,128.091,7,4,1600,128,FulcrumOuter,129.092,decoder,MB/s
Binary8,2,135.271,7,5,1600,128,FulcrumOuter,136.328,decoder,MB/s
Binary8,2,128.516,7,6,1600,128,FulcrumOuter,130.524,decoder,MB/s
Binary8,2,129.398,7,7,1600,128,FulcrumOuter,129.398,decoder,MB/s
Binary8,2,133.222,7,8,1600,128,FulcrumOuter,133.222,decoder,MB/s
Binary8,2,129.655,7,9,1600,128,FulcrumOuter,130.668,decoder,MB/s
Binary8,2,129.667,7,10,1600,128,FulcrumOuter,129.667,decoder,MB/s
Binary8,2,134.661,7,11,1600,128,FulcrumOuter,134.661,decoder,MB/s
Binary8,2,126.856,7,12,1600,128,FulcrumOuter,126.856,decoder,MB/s
Binary8,2,124.477,7,13,1600,128,FulcrumOuter,124.477,decoder,MB/s
Binary8,2,137.542,7,14,1600,128,FulcrumOuter,137.542,decoder,MB/s
