benchmark,expansion,iterations,run_number,symbols,symbol_size,testcase,type,throughput,goodput,unit
binary8,4,1,29,512,1600,FulcrumCombined,decoder,42.760205,42.760205,Mbs
binary8,4,1,30,512,1600,FulcrumCombined,decoder,49.083283,49.083283,Mbs
binary,1,1,1,1024,1600,FulcrumInner,encoder,31.088594,31.088594,Mbs
binary,1,1,2,1024,1600,FulcrumInner,encoder,32.005626,32.005626,Mbs
binary,1,1,3,1024,1600,FulcrumInner,encoder,31.867427,31.867427,Mbs
binary,1,1,4,1024,1600,FulcrumInner,encoder,32.8363,32.8363,Mbs
binary,1,1,5,1024,1600,FulcrumInner,encoder,29.623201,29.623201,Mbs
binary,1,1,6,1024,1600,FulcrumInner,encoder,30.525021,30.525021,Mbs
binary,1,1,7,1024,1600,FulcrumInner,encoder,32.642652,32.642652,Mbs
binary,1,1,8,1024,1600,FulcrumInner,encoder,31.968157,31.968157,Mbs
binary,1,1,9,1024,1600,FulcrumInner,encoder,31.49679,31.49679,Mbs
binary,1,1,10,1024,1600,FulcrumInner,encoder,32.905545,32.905545,Mbs
binary,1,1,11,1024,1600,FulcrumInner,encoder,32.088997,32.088997,Mbs
binary,1,1,12,1024,1600,FulcrumInner,encoder,31.861229,31.861229,Mbs
binary,1,1,13,1024,1600,FulcrumInner,encoder,27.930447,27.930447,Mbs
binary,1,1,14,1024,1600,FulcrumInner,encoder,31.295246,31.295246,Mbs
binary,1,1,15,1024,1600,FulcrumInner,encoder,30.320527,30.320527,Mbs
binary,1,1,16,1024,1600,FulcrumInner,encoder,30.809733,30.809733,Mbs
binary,1,1,17,1024,1600,FulcrumInner,encoder,30.976329,30.976329,Mbs
binary,1,1,18,1024,1600,FulcrumInner,encoder,30.666143,30.666143,Mbs
binary,1,1,19,1024,1600,FulcrumInner,encoder,29.186782,29.186782,Mbs
binary,1,1,20,1024,1600,FulcrumInner,encoder,32.555737,32.555737,Mbs
binary,1,1,21,1024,1600,FulcrumInner,encoder,32.08397,32.08397,Mbs
binary,1,1,22,1024,1600,FulcrumInner,encoder,29.369902,29.369902,Mbs
binary,1,1,23,1024,1600,FulcrumInner,encoder,30.264519,30.264519,Mbs
binary,1,1,24,1024,1600,FulcrumInner,encoder,32.47057,32.47057,Mbs
binary,1,1,25,1024,1600,FulcrumInner,encoder,31.124029,31.124029,Mbs
binary,1,1,26,1024,1600,FulcrumInner,encoder,33.285929,33.285929,Mbs
binary,1,1,27,1024,1600,FulcrumInner,encoder,31.02384,31.02384,Mbs
binary,1,1,28,1024,1600,FulcrumInner,encoder,32.37049,32.37049,Mbs
binary,1,1,29,1024,1600,FulcrumInner,encoder,33.607516,33.607516,Mbs
binary,1,1,30,1024,1600,FulcrumInner,encoder,31.7255,31.7255,Mbs
binary,1,1,1,1024,1600,FulcrumInner,decoder,26.943277,26.890756,Mbs
binary,1,1,2,1024,1600,FulcrumInner,decoder,26.952567,26.900028,Mbs
binary,1,1,3,1024,1600,FulcrumInner,decoder,25.95374,25.903148,Mbs
binary,1,1,4,1024,1600,FulcrumInner,decoder,25.883838,25.858586,Mbs
binary,1,1,5,1024,1600,FulcrumInner,decoder,26.034225,26.008826,Mbs
binary,1,1,6,1024,1600,FulcrumInner,decoder,26.076627,25.949918,Mbs
binary,1,1,7,1024,1600,FulcrumInner,decoder,21.775638,21.73319,Mbs
binary,1,1,8,1024,1600,FulcrumInner,decoder,26.385496,26.334062,Mbs
binary,1,1,9,1024,1600,FulcrumInner,decoder,24.225983,24.155216,Mbs
binary,1,1,10,1024,1600,FulcrumInner,decoder,26.743636,26.717545,Mbs
binary,1,1,11,1024,1600,FulcrumInner,decoder,24.553899,24.506035,Mbs
binary,1,1,12,1024,1600,FulcrumInner,decoder,24.394235,24.370435,Mbs
binary,1,1,13,1024,1600,FulcrumInner,decoder,26.199786,26.148714,Mbs
binary,1,1,14,1024,1600,FulcrumInner,decoder,26.947424,26.868707,Mbs
binary,1,1,15,1024,1600,FulcrumInner,decoder,23.874699,23.804957,Mbs
binary,1,1,16,1024,1600,FulcrumInner,decoder,25.60559,25.555677,Mbs
binary,1,1,17,1024,1600,FulcrumInner,decoder,26.463564,26.437746,Mbs
binary,1,1,18,1024,1600,FulcrumInner,decoder,26.688365,26.662327,Mbs
binary,1,1,19,1024,1600,FulcrumInner,decoder,24.419487,24.371885,Mbs
binary,1,1,20,1024,1600,FulcrumInner,decoder,25.074919,25.050456,Mbs
binary,1,1,21,1024,1600,FulcrumInner,decoder,26.613872,26.587907,Mbs
binary,1,1,22,1024,1600,FulcrumInner,decoder,26.062359,26.036932,Mbs
binary,1,1,23,1024,1600,FulcrumInner,decoder,24.74587,24.673584,Mbs
binary,1,1,24,1024,1600,FulcrumInner,decoder,23.468429,23.331719,Mbs
binary,1,1,25,1024,1600,FulcrumInner,decoder,26.849593,26.823398,Mbs
binary,1,1,26,1024,1600,FulcrumInner,decoder,24.058917,23.988638,Mbs
binary,1,1,27,1024,1600,FulcrumInner,decoder,24.589575,24.541642,Mbs
binary,1,1,28,1024,1600,FulcrumInner,decoder,26.524907,26.473202,Mbs
binary,1,1,29,1024,1600,FulcrumInner,decoder,25.059094,24.985894,Mbs
binary,1,1,30,1024,1600,FulcrumInner,decoder,26.362061,26.285054,Mbs
binary8,1,1,1,1024,1600,FulcrumOuter,encoder,31.901554,31.901554,Mbs
binary8,1,1,2,1024,1600,FulcrumOuter,encoder,27.633665,27.633665,Mbs
binary8,1,1,3,1024,1600,FulcrumOuter,encoder,30.100494,30.100494,Mbs
binary8,1,1,4,1024,1600,FulcrumOuter,encoder,30.137591,30.137591,Mbs
binary8,1,1,5,1024,1600,FulcrumOuter,encoder,31.723043,31.723043,Mbs
binary8,1,1,6,1024,1600,FulcrumOuter,encoder,32.336629,32.336629,Mbs
binary8,1,1,7,1024,1600,FulcrumOuter,encoder,32.003125,32.003125,Mbs
binary8,1,1,8,1024,1600,FulcrumOuter,encoder,28.62434,28.62434,Mbs
binary8,1,1,9,1024,1600,FulcrumOuter,encoder,30.809733,30.809733,Mbs
binary8,1,1,10,1024,1600,FulcrumOuter,encoder,26.599562,26.599562,Mbs
binary8,1,1,11,1024,1600,FulcrumOuter,encoder,32.324508,32.324508,Mbs
binary8,1,1,12,1024,1600,FulcrumOuter,encoder,32.544097,32.544097,Mbs
binary8,1,1,13,1024,1600,FulcrumOuter,encoder,30.647213,30.647213,Mbs
binary8,1,1,14,1024,1600,FulcrumOuter,encoder,30.011174,30.011174,Mbs
binary8,1,1,15,1024,1600,FulcrumOuter,encoder,32.088997,32.088997,Mbs
binary8,1,1,16,1024,1600,FulcrumOuter,encoder,32.12675,32.12675,Mbs
binary8,1,1,17,1024,1600,FulcrumOuter,encoder,28.647864,28.647864,Mbs
binary8,1,1,18,1024,1600,FulcrumOuter,encoder,29.51115,29.51115,Mbs
binary8,1,1,19,1024,1600,FulcrumOuter,encoder,32.086483,32.086483,Mbs
binary8,1,1,20,1024,1600,FulcrumOuter,encoder,33.489361,33.489361,Mbs
binary8,1,1,21,1024,1600,FulcrumOuter,encoder,32.785704,32.785704,Mbs
binary8,1,1,22,1024,1600,FulcrumOuter,encoder,32.46092,32.46092,Mbs
binary8,1,1,23,1024,1600,FulcrumOuter,encoder,32.170908,32.170908,Mbs
binary8,1,1,24,1024,1600,FulcrumOuter,encoder,30.690844,30.690844,Mbs
binary8,1,1,25,1024,1600,FulcrumOuter,encoder,29.600188,29.600188,Mbs
binary8,1,1,26,1024,1600,FulcrumOuter,encoder,30.51081,30.51081,Mbs
binary8,1,1,27,1024,1600,FulcrumOuter,encoder,31.36174,31.36174,Mbs
binary8,1,1,28,1024,1600,FulcrumOuter,encoder,30.490369,30.490369,Mbs
binary8,1,1,29,1024,1600,FulcrumOuter,encoder,30.447872,30.447872,Mbs
binary8,1,1,30,1024,1600,FulcrumOuter,encoder,33.34283,33.34283,Mbs
binary8,1,1,1,1024,1600,FulcrumOuter,decoder,14.184053,14.184053,Mbs
binary8,1,1,2,1024,1600,FulcrumOuter,decoder,11.453979,11.453979,Mbs
binary8,1,1,3,1024,1600,FulcrumOuter,decoder,12.625414,12.625414,Mbs
binary8,1,1,4,1024,1600,FulcrumOuter,decoder,13.153606,13.153606,Mbs
binary8,1,1,5,1024,1600,FulcrumOuter,decoder,13.547449,13.534232,Mbs
binary8,1,1,6,1024,1600,FulcrumOuter,decoder,14.452305,14.452305,Mbs
binary8,1,1,7,1024,1600,FulcrumOuter,decoder,13.967247,13.967247,Mbs
binary8,1,1,8,1024,1600,FulcrumOuter,decoder,12.61074,12.61074,Mbs
binary8,1,1,9,1024,1600,FulcrumOuter,decoder,13.882218,13.855157,Mbs
binary8,1,1,10,1024,1600,FulcrumOuter,decoder,14.653823,14.653823,Mbs
binary8,1,1,11,1024,1600,FulcrumOuter,decoder,14.369535,14.369535,Mbs
binary8,1,1,12,1024,1600,FulcrumOuter,decoder,13.845999,13.77872,Mbs
binary8,1,1,13,1024,1600,FulcrumOuter,decoder,14.110149,14.110149,Mbs
binary8,1,1,14,1024,1600,FulcrumOuter,decoder,13.701746,13.701746,Mbs
binary8,1,1,15,1024,1600,FulcrumOuter,decoder,13.439654,13.413456,Mbs
binary8,1,1,16,1024,1600,FulcrumOuter,decoder,14.491549,14.491549,Mbs
binary8,1,1,17,1024,1600,FulcrumOuter,decoder,13.529426,13.529426,Mbs
binary8,1,1,18,1024,1600,FulcrumOuter,decoder,12.833756,12.821235,Mbs
binary8,1,1,19,1024,1600,FulcrumOuter,decoder,9.987941,9.978197,Mbs
binary8,1,1,20,1024,1600,FulcrumOuter,decoder,13.940033,13.940033,Mbs
binary8,1,1,21,1024,1600,FulcrumOuter,decoder,13.945491,13.945491,Mbs
binary8,1,1,22,1024,1600,FulcrumOuter,decoder,13.490348,13.464051,Mbs
binary8,1,1,23,1024,1600,FulcrumOuter,decoder,13.726657,13.726657,Mbs
binary8,1,1,24,1024,1600,FulcrumOuter,decoder,13.884863,13.884863,Mbs
binary8,1,1,25,1024,1600,FulcrumOuter,decoder,13.188547,13.188547,Mbs
binary8,1,1,26,1024,1600,FulcrumOuter,decoder,13.758818,13.758818,Mbs
binary8,1,1,27,1024,1600,FulcrumOuter,decoder,13.997437,13.997437,Mbs
binary8,1,1,28,1024,1600,FulcrumOuter,decoder,14.166148,14.166148,Mbs
binary8,1,1,29,1024,1600,FulcrumOuter,decoder,11.727018,11.715577,Mbs
binary8,1,1,30,1024,1600,FulcrumOuter,decoder,12.052997,12.052997,Mbs
binary8,1,1,1,1024,1600,FulcrumCombined,encoder,33.30826,33.30826,Mbs
binary8,1,1,2,1024,1600,FulcrumCombined,encoder,33.685596,33.685596,Mbs
binary8,1,1,3,1024,1600,FulcrumCombined,encoder,32.219622,32.219622,Mbs
binary8,1,1,4,1024,1600,FulcrumCombined,encoder,33.687673,33.687673,Mbs
binary8,1,1,5,1024,1600,FulcrumCombined,encoder,32.827746,32.827746,Mbs
binary8,1,1,6,1024,1600,FulcrumCombined,encoder,33.398565,33.398565,Mbs
binary8,1,1,7,1024,1600,FulcrumCombined,encoder,25.953207,25.953207,Mbs
binary8,1,1,8,1024,1600,FulcrumCombined,encoder,33.307583,33.307583,Mbs
binary8,1,1,9,1024,1600,FulcrumCombined,encoder,32.031907,32.031907,Mbs
binary8,1,1,10,1024,1600,FulcrumCombined,encoder,33.446291,33.446291,Mbs
binary8,1,1,11,1024,1600,FulcrumCombined,encoder,29.012094,29.012094,Mbs
binary8,1,1,12,1024,1600,FulcrumCombined,encoder,28.488463,28.488463,Mbs
binary8,1,1,13,1024,1600,FulcrumCombined,encoder,27.706096,27.706096,Mbs
binary8,1,1,14,1024,1600,FulcrumCombined,encoder,31.189203,31.189203,Mbs
binary8,1,1,15,1024,1600,FulcrumCombined,encoder,33.729285,33.729285,Mbs
binary8,1,1,16,1024,1600,FulcrumCombined,encoder,33.448339,33.448339,Mbs
binary8,1,1,17,1024,1600,FulcrumCombined,encoder,32.006251,32.006251,Mbs
binary8,1,1,18,1024,1600,FulcrumCombined,encoder,33.446974,33.446974,Mbs
binary8,1,1,19,1024,1600,FulcrumCombined,encoder,33.442195,33.442195,Mbs
binary8,1,1,20,1024,1600,FulcrumCombined,encoder,30.917874,30.917874,Mbs
binary8,1,1,21,1024,1600,FulcrumCombined,encoder,32.875833,32.875833,Mbs
binary8,1,1,22,1024,1600,FulcrumCombined,encoder,29.81891,29.81891,Mbs
binary8,1,1,23,1024,1600,FulcrumCombined,encoder,30.994495,30.994495,Mbs
binary8,1,1,24,1024,1600,FulcrumCombined,encoder,31.239156,31.239156,Mbs
binary8,1,1,25,1024,1600,FulcrumCombined,encoder,29.958493,29.958493,Mbs
binary8,1,1,26,1024,1600,FulcrumCombined,encoder,30.666143,30.666143,Mbs
binary8,1,1,27,1024,1600,FulcrumCombined,encoder,23.28662,23.28662,Mbs
binary8,1,1,28,1024,1600,FulcrumCombined,encoder,26.691864,26.691864,Mbs
binary8,1,1,29,1024,1600,FulcrumCombined,encoder,29.24722,29.24722,Mbs
binary8,1,1,30,1024,1600,FulcrumCombined,encoder,26.928766,26.928766,Mbs
binary8,1,1,1,1024,1600,FulcrumCombined,decoder,23.052355,23.052355,Mbs
binary8,1,1,2,1024,1600,FulcrumCombined,decoder,21.779704,21.779704,Mbs
binary8,1,1,3,1024,1600,FulcrumCombined,decoder,21.760628,21.718209,Mbs
binary8,1,1,4,1024,1600,FulcrumCombined,decoder,20.688175,20.688175,Mbs
binary8,1,1,5,1024,1600,FulcrumCombined,decoder,22.309804,22.266315,Mbs
binary8,1,1,6,1024,1600,FulcrumCombined,decoder,17.272497,17.272497,Mbs
binary8,1,1,7,1024,1600,FulcrumCombined,decoder,21.147101,21.12647,Mbs
binary8,1,1,8,1024,1600,FulcrumCombined,decoder,21.143646,21.143646,Mbs
binary8,1,1,9,1024,1600,FulcrumCombined,decoder,21.327507,21.3067,Mbs
binary8,1,1,10,1024,1600,FulcrumCombined,decoder,22.535211,22.513226,Mbs
binary8,1,1,11,1024,1600,FulcrumCombined,decoder,21.384846,21.384846,Mbs
binary8,1,1,12,1024,1600,FulcrumCombined,decoder,23.213022,23.190375,Mbs
binary8,1,1,13,1024,1600,FulcrumCombined,decoder,22.526845,22.526845,Mbs
binary8,1,1,14,1024,1600,FulcrumCombined,decoder,22.353984,22.332175,Mbs
binary8,1,1,15,1024,1600,FulcrumCombined,decoder,19.905478,19.905478,Mbs
binary8,1,1,16,1024,1600,FulcrumCombined,decoder,22.371986,22.306635,Mbs
binary8,1,1,17,1024,1600,FulcrumCombined,decoder,22.056191,22.056191,Mbs
binary8,1,1,18,1024,1600,FulcrumCombined,decoder,22.41988,22.41988,Mbs
binary8,1,1,19,1024,1600,FulcrumCombined,decoder,22.821166,22.821166,Mbs
binary8,1,1,20,1024,1600,FulcrumCombined,decoder,21.320286,21.320286,Mbs
binary8,1,1,21,1024,1600,FulcrumCombined,decoder,20.779747,20.739241,Mbs
binary8,1,1,22,1024,1600,FulcrumCombined,decoder,22.495375,22.451524,Mbs
binary8,1,1,23,1024,1600,FulcrumCombined,decoder,22.509514,22.509514,Mbs
binary8,1,1,24,1024,1600,FulcrumCombined,decoder,20.083846,20.083846,Mbs
binary8,1,1,25,1024,1600,FulcrumCombined,decoder,21.500184,21.500184,Mbs
binary8,1,1,26,1024,1600,FulcrumCombined,decoder,21.731929,21.710727,Mbs
binary8,1,1,27,1024,1600,FulcrumCombined,decoder,21.217301,21.217301,Mbs
binary8,1,1,28,1024,1600,FulcrumCombined,decoder,21.290918,21.290918,Mbs
binary8,1,1,29,1024,1600,FulcrumCombined,decoder,23.121648,23.121648,Mbs
binary8,1,1,30,1024,1600,FulcrumCombined,decoder,22.887476,22.887476,Mbs
binary,2,1,1,1024,1600,FulcrumInner,encoder,28.137666,28.137666,Mbs
binary,2,1,2,1024,1600,FulcrumInner,encoder,28.957229,28.957229,Mbs
binary,2,1,3,1024,1600,FulcrumInner,encoder,27.915694,27.915694,Mbs
binary,2,1,4,1024,1600,FulcrumInner,encoder,31.959427,31.959427,Mbs
binary,2,1,5,1024,1600,FulcrumInner,encoder,27.242646,27.242646,Mbs
binary,2,1,6,1024,1600,FulcrumInner,encoder,29.476639,29.476639,Mbs
binary,2,1,7,1024,1600,FulcrumInner,encoder,31.152435,31.152435,Mbs
binary,2,1,8,1024,1600,FulcrumInner,encoder,26.968659,26.968659,Mbs
binary,2,1,9,1024,1600,FulcrumInner,encoder,31.492552,31.492552,Mbs
binary,2,1,10,1024,1600,FulcrumInner,encoder,30.155896,30.155896,Mbs
binary,2,1,11,1024,1600,FulcrumInner,encoder,32.973756,32.973756,Mbs
binary,2,1,12,1024,1600,FulcrumInner,encoder,31.69788,31.69788,Mbs
binary,2,1,13,1024,1600,FulcrumInner,encoder,33.194886,33.194886,Mbs
binary,2,1,14,1024,1600,FulcrumInner,encoder,32.879791,32.879791,Mbs
binary,2,1,15,1024,1600,FulcrumInner,encoder,25.957319,25.957319,Mbs
binary,2,1,16,1024,1600,FulcrumInner,encoder,30.033729,30.033729,Mbs
binary,2,1,17,1024,1600,FulcrumInner,encoder,32.78636,32.78636,Mbs
binary,2,1,18,1024,1600,FulcrumInner,encoder,32.150706,32.150706,Mbs
binary,2,1,19,1024,1600,FulcrumInner,encoder,33.068927,33.068927,Mbs
binary,2,1,20,1024,1600,FulcrumInner,encoder,32.488598,32.488598,Mbs
binary,2,1,21,1024,1600,FulcrumInner,encoder,26.10996,26.10996,Mbs
binary,2,1,22,1024,1600,FulcrumInner,encoder,31.410441,31.410441,Mbs
binary,2,1,23,1024,1600,FulcrumInner,encoder,28.141049,28.141049,Mbs
binary,2,1,24,1024,1600,FulcrumInner,encoder,26.700564,26.700564,Mbs
binary,2,1,25,1024,1600,FulcrumInner,encoder,31.214754,31.214754,Mbs
binary,2,1,26,1024,1600,FulcrumInner,encoder,30.289137,30.289137,Mbs
binary,2,1,27,1024,1600,FulcrumInner,encoder,31.551379,31.551379,Mbs
binary,2,1,28,1024,1600,FulcrumInner,encoder,31.516177,31.516177,Mbs
binary,2,1,29,1024,1600,FulcrumInner,encoder,32.081457,32.081457,Mbs
binary,2,1,30,1024,1600,FulcrumInner,encoder,30.458627,30.458627,Mbs
binary,2,1,1,1024,1600,FulcrumInner,decoder,25.405464,25.331251,Mbs
binary,2,1,2,1024,1600,FulcrumInner,decoder,22.566159,22.50024,Mbs
binary,2,1,3,1024,1600,FulcrumInner,decoder,26.364176,26.287163,Mbs
binary,2,1,4,1024,1600,FulcrumInner,decoder,25.052116,24.930385,Mbs
binary,2,1,5,1024,1600,FulcrumInner,decoder,26.75151,26.595676,Mbs
binary,2,1,6,1024,1600,FulcrumInner,decoder,25.479524,25.405095,Mbs
binary,2,1,7,1024,1600,FulcrumInner,decoder,23.819612,23.77318,Mbs
binary,2,1,8,1024,1600,FulcrumInner,decoder,25.391719,25.342222,Mbs
binary,2,1,9,1024,1600,FulcrumInner,decoder,22.003214,21.938939,Mbs
binary,2,1,10,1024,1600,FulcrumInner,decoder,26.726839,26.596971,Mbs
binary,2,1,11,1024,1600,FulcrumInner,decoder,24.76429,24.716016,Mbs
binary,2,1,12,1024,1600,FulcrumInner,decoder,23.056308,22.988957,Mbs
binary,2,1,13,1024,1600,FulcrumInner,decoder,25.782943,25.732684,Mbs
binary,2,1,14,1024,1600,FulcrumInner,decoder,23.566797,23.452284,Mbs
binary,2,1,15,1024,1600,FulcrumInner,decoder,26.797439,26.693169,Mbs
binary,2,1,16,1024,1600,FulcrumInner,decoder,25.423833,25.251218,Mbs
binary,2,1,17,1024,1600,FulcrumInner,decoder,25.967541,25.891686,Mbs
binary,2,1,18,1024,1600,FulcrumInner,decoder,25.504544,25.454828,Mbs
binary,2,1,19,1024,1600,FulcrumInner,decoder,25.867796,25.792233,Mbs
binary,2,1,20,1024,1600,FulcrumInner,decoder,20.272924,20.233405,Mbs
binary,2,1,21,1024,1600,FulcrumInner,decoder,25.669918,25.570035,Mbs
binary,2,1,22,1024,1600,FulcrumInner,decoder,26.05607,25.979957,Mbs
binary,2,1,23,1024,1600,FulcrumInner,decoder,25.342381,25.268353,Mbs
binary,2,1,24,1024,1600,FulcrumInner,decoder,25.305305,25.231385,Mbs
binary,2,1,25,1024,1600,FulcrumInner,decoder,25.768081,25.642872,Mbs
binary,2,1,26,1024,1600,FulcrumInner,decoder,26.952728,26.873995,Mbs
binary,2,1,27,1024,1600,FulcrumInner,decoder,26.872506,26.794008,Mbs
binary,2,1,28,1024,1600,FulcrumInner,decoder,26.957436,26.904887,Mbs
binary,2,1,29,1024,1600,FulcrumInner,decoder,26.59287,26.515188,Mbs
binary,2,1,30,1024,1600,FulcrumInner,decoder,26.811996,26.733675,Mbs
binary8,2,1,1,1024,1600,FulcrumOuter,encoder,27.1164,27.1164,Mbs
binary8,2,1,2,1024,1600,FulcrumOuter,encoder,33.269032,33.269032,Mbs
binary8,2,1,3,1024,1600,FulcrumOuter,encoder,33.449022,33.449022,Mbs
binary8,2,1,4,1024,1600,FulcrumOuter,encoder,33.250802,33.250802,Mbs
binary8,2,1,5,1024,1600,FulcrumOuter,encoder,33.292693,33.292693,Mbs
binary8,2,1,6,1024,1600,FulcrumOuter,encoder,31.035593,31.035593,Mbs
binary8,2,1,7,1024,1600,FulcrumOuter,encoder,30.456928,30.456928,Mbs
binary8,2,1,8,1024,1600,FulcrumOuter,encoder,29.960684,29.960684,Mbs
binary8,2,1,9,1024,1600,FulcrumOuter,encoder,30.81263,30.81263,Mbs
binary8,2,1,10,1024,1600,FulcrumOuter,encoder,30.77212,30.77212,Mbs
binary8,2,1,11,1024,1600,FulcrumOuter,encoder,31.71506,31.71506,Mbs
binary8,2,1,12,1024,1600,FulcrumOuter,encoder,29.930034,29.930034,Mbs
binary8,2,1,13,1024,1600,FulcrumOuter,encoder,29.740425,29.740425,Mbs
binary8,2,1,14,1024,1600,FulcrumOuter,encoder,26.144125,26.144125,Mbs
binary8,2,1,15,1024,1600,FulcrumOuter,encoder,30.492639,30.492639,Mbs
binary8,2,1,16,1024,1600,FulcrumOuter,encoder,30.160892,30.160892,Mbs
binary8,2,1,17,1024,1600,FulcrumOuter,encoder,29.061497,29.061497,Mbs
binary8,2,1,18,1024,1600,FulcrumOuter,encoder,28.038951,28.038951,Mbs
binary8,2,1,19,1024,1600,FulcrumOuter,encoder,29.242,29.242,Mbs
binary8,2,1,20,1024,1600,FulcrumOuter,encoder,27.523182,27.523182,Mbs
binary8,2,1,21,1024,1600,FulcrumOuter,encoder,30.808575,30.808575,Mbs
binary8,2,1,22,1024,1600,FulcrumOuter,encoder,31.112208,31.112208,Mbs
binary8,2,1,23,1024,1600,FulcrumOuter,encoder,29.576677,29.576677,Mbs
binary8,2,1,24,1024,1600,FulcrumOuter,encoder,30.904461,30.904461,Mbs
binary8,2,1,25,1024,1600,FulcrumOuter,encoder,30.473356,30.473356,Mbs
binary8,2,1,26,1024,1600,FulcrumOuter,encoder,27.622949,27.622949,Mbs
binary8,2,1,27,1024,1600,FulcrumOuter,encoder,27.27303,27.27303,Mbs
binary8,2,1,28,1024,1600,FulcrumOuter,encoder,28.222,28.222,Mbs
binary8,2,1,29,1024,1600,FulcrumOuter,encoder,29.903813,29.903813,Mbs
binary8,2,1,30,1024,1600,FulcrumOuter,encoder,29.705914,29.705914,Mbs
binary8,2,1,1,1024,1600,FulcrumOuter,decoder,10.934111,10.934111,Mbs
binary8,2,1,2,1024,1600,FulcrumOuter,decoder,11.526583,11.526583,Mbs
binary8,2,1,3,1024,1600,FulcrumOuter,decoder,11.354595,11.354595,Mbs
binary8,2,1,4,1024,1600,FulcrumOuter,decoder,11.315308,11.315308,Mbs
binary8,2,1,5,1024,1600,FulcrumOuter,decoder,9.711051,9.711051,Mbs
binary8,2,1,6,1024,1600,FulcrumOuter,decoder,11.790757,11.779254,Mbs
binary8,2,1,7,1024,1600,FulcrumOuter,decoder,10.750374,10.750374,Mbs
binary8,2,1,8,1024,1600,FulcrumOuter,decoder,11.03062,11.03062,Mbs
binary8,2,1,9,1024,1600,FulcrumOuter,decoder,10.697031,10.697031,Mbs
binary8,2,1,10,1024,1600,FulcrumOuter,decoder,11.020974,11.020974,Mbs
binary8,2,1,11,1024,1600,FulcrumOuter,decoder,11.061824,11.061824,Mbs
binary8,2,1,12,1024,1600,FulcrumOuter,decoder,9.614234,9.614234,Mbs
binary8,2,1,13,1024,1600,FulcrumOuter,decoder,11.73202,11.73202,Mbs
binary8,2,1,14,1024,1600,FulcrumOuter,decoder,10.712768,10.712768,Mbs
binary8,2,1,15,1024,1600,FulcrumOuter,decoder,10.836767,10.836767,Mbs
binary8,2,1,16,1024,1600,FulcrumOuter,decoder,11.137926,11.137926,Mbs
binary8,2,1,17,1024,1600,FulcrumOuter,decoder,10.582898,10.572574,Mbs
binary8,2,1,18,1024,1600,FulcrumOuter,decoder,10.454647,10.454647,Mbs
binary8,2,1,19,1024,1600,FulcrumOuter,decoder,10.768533,10.768533,Mbs
binary8,2,1,20,1024,1600,FulcrumOuter,decoder,10.963011,10.963011,Mbs
binary8,2,1,21,1024,1600,FulcrumOuter,decoder,9.146426,9.137503,Mbs
binary8,2,1,22,1024,1600,FulcrumOuter,decoder,10.717954,10.717954,Mbs
binary8,2,1,23,1024,1600,FulcrumOuter,decoder,10.449979,10.449979,Mbs
binary8,2,1,24,1024,1600,FulcrumOuter,decoder,10.869997,10.859393,Mbs
binary8,2,1,25,1024,1600,FulcrumOuter,decoder,10.975185,10.964478,Mbs
binary8,2,1,26,1024,1600,FulcrumOuter,decoder,10.924852,10.924852,Mbs
binary8,2,1,27,1024,1600,FulcrumOuter,decoder,10.707896,10.69745,Mbs
binary8,2,1,28,1024,1600,FulcrumOuter,decoder,11.489239,11.489239,Mbs
binary8,2,1,29,1024,1600,FulcrumOuter,decoder,10.55881,10.55881,Mbs
binary8,2,1,30,1024,1600,FulcrumOuter,decoder,8.688643,8.688643,Mbs
binary8,2,1,1,1024,1600,FulcrumCombined,encoder,29.104345,29.104345,Mbs
binary8,2,1,2,1024,1600,FulcrumCombined,encoder,29.70753,29.70753,Mbs
binary8,2,1,3,1024,1600,FulcrumCombined,encoder,28.239999,28.239999,Mbs
binary8,2,1,4,1024,1600,FulcrumCombined,encoder,29.786925,29.786925,Mbs
binary8,2,1,5,1024,1600,FulcrumCombined,encoder,29.650005,29.650005,Mbs
binary8,2,1,6,1024,1600,FulcrumCombined,encoder,30.868361,30.868361,Mbs
binary8,2,1,7,1024,1600,FulcrumCombined,encoder,28.853198,28.853198,Mbs
binary8,2,1,8,1024,1600,FulcrumCombined,encoder,30.547217,30.547217,Mbs
binary8,2,1,9,1024,1600,FulcrumCombined,encoder,29.370429,29.370429,Mbs
binary8,2,1,10,1024,1600,FulcrumCombined,encoder,30.114879,30.114879,Mbs
binary8,2,1,11,1024,1600,FulcrumCombined,encoder,29.522848,29.522848,Mbs
binary8,2,1,12,1024,1600,FulcrumCombined,encoder,30.310991,30.310991,Mbs
binary8,2,1,13,1024,1600,FulcrumCombined,encoder,25.020234,25.020234,Mbs
binary8,2,1,14,1024,1600,FulcrumCombined,encoder,30.417347,30.417347,Mbs
binary8,2,1,15,1024,1600,FulcrumCombined,encoder,30.646066,30.646066,Mbs
binary8,2,1,16,1024,1600,FulcrumCombined,encoder,31.636062,31.636062,Mbs
binary8,2,1,17,1024,1600,FulcrumCombined,encoder,30.13094,30.13094,Mbs
binary8,2,1,18,1024,1600,FulcrumCombined,encoder,30.899798,30.899798,Mbs
binary8,2,1,19,1024,1600,FulcrumCombined,encoder,29.841177,29.841177,Mbs
binary8,2,1,20,1024,1600,FulcrumCombined,encoder,28.233186,28.233186,Mbs
